CODEGEO,NIVGEO,UNIT_label_fr,UNIT,INDICS_FILO_DISP,OBS_VALUE,INDICS_FILO_DISP_label,DATASET_VERSION,DATASET_NAME,DATA_DATE,INDICS_FILO_DISP_DET,INDICS_FILO_DISP_DET_label
52,DEP,Médiane,MEDIANE,1,20190.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
53,DEP,Nombre de ménages fiscaux,NBMEN,1,128112.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
53,DEP,Nombre de personnes fiscales,NBPERS,1,297783.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
53,DEP,Médiane,MEDIANE,1,20830.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
54,DEP,Nombre de ménages fiscaux,NBMEN,1,308112.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
54,DEP,Nombre de personnes fiscales,NBPERS,1,681845.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
54,DEP,Médiane,MEDIANE,1,21480.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
55,DEP,Nombre de ménages fiscaux,NBMEN,1,79155.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
55,DEP,Nombre de personnes fiscales,NBPERS,1,175770.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
55,DEP,Médiane,MEDIANE,1,20590.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
56,DEP,Nombre de ménages fiscaux,NBMEN,1,338747.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
56,DEP,Nombre de personnes fiscales,NBPERS,1,742994.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
56,DEP,Médiane,MEDIANE,1,21600.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
57,DEP,Nombre de ménages fiscaux,NBMEN,1,434279.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
57,DEP,Nombre de personnes fiscales,NBPERS,1,983866.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
57,DEP,Médiane,MEDIANE,1,21650.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
58,DEP,Nombre de ménages fiscaux,NBMEN,1,96284.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
58,DEP,Nombre de personnes fiscales,NBPERS,1,194419.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
58,DEP,Médiane,MEDIANE,1,20320.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
59,DEP,Nombre de ménages fiscaux,NBMEN,1,1046522.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
59,DEP,Nombre de personnes fiscales,NBPERS,1,2478125.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
59,DEP,Médiane,MEDIANE,1,20040.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
60,DEP,Nombre de ménages fiscaux,NBMEN,1,325346.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
60,DEP,Nombre de personnes fiscales,NBPERS,1,800907.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
60,DEP,Médiane,MEDIANE,1,22150.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
61,DEP,Nombre de ménages fiscaux,NBMEN,1,122706.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
61,DEP,Nombre de personnes fiscales,NBPERS,1,265641.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
61,DEP,Médiane,MEDIANE,1,20140.0,Indicateur de revenus disponibles,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,,
