CODEGEO,NIVGEO,UNIT_label_fr,UNIT,STOCD,OBS_VALUE,STOCD_label,DATASET_VERSION,DATASET_NAME,DATA_DATE
01,DEP,Nombre d'heures annuelles travaillées,DUREE,30,59863.639361,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre de logements,NBLOG,ENS,231215.055899,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre de logements,NBLOG,10,142464.13807,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre de logements,NBLOG,21,45269.805911,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre de logements,NBLOG,22,36716.052539,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre de logements,NBLOG,23,2700.428281,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre de logements,NBLOG,30,4064.631098,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Population,POP,ENS,522698.34067,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Population,POP,10,330403.183893,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Population,POP,21,101103.59288,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Population,POP,22,78869.43707,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Population,POP,23,4112.127977,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Population,POP,30,8209.99885,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,4070482.844802,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre d'heures annuelles travaillées,DUREE,10,3276264.80701,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre d'heures annuelles travaillées,DUREE,21,321007.013451,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre d'heures annuelles travaillées,DUREE,22,399569.997229,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre d'heures annuelles travaillées,DUREE,23,14290.044239,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
02,DEP,Nombre d'heures annuelles travaillées,DUREE,30,59350.982873,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre de logements,NBLOG,ENS,162853.779701,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre de logements,NBLOG,10,105802.525648,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre de logements,NBLOG,21,34395.916664,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre de logements,NBLOG,22,16458.206912,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre de logements,NBLOG,23,2899.508443,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre de logements,NBLOG,30,3297.622034,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Population,POP,ENS,326606.968718,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Population,POP,10,223177.404695,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Population,POP,21,61033.001928,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Population,POP,22,32756.859125,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Population,POP,23,3643.428159,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Population,POP,30,5996.274811,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,2843543.027976,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2350320.339579,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre d'heures annuelles travaillées,DUREE,21,262155.362201,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre d'heures annuelles travaillées,DUREE,22,171971.248402,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre d'heures annuelles travaillées,DUREE,23,12499.312794,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
03,DEP,Nombre d'heures annuelles travaillées,DUREE,30,46596.764999,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre de logements,NBLOG,ENS,78089.671174,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre de logements,NBLOG,10,46355.91791,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre de logements,NBLOG,21,20338.435979,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre de logements,NBLOG,22,6273.996322,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre de logements,NBLOG,23,2141.98667,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre de logements,NBLOG,30,2979.334293,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Population,POP,ENS,160093.628693,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Population,POP,10,97781.233165,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Population,POP,21,38895.349736,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Population,POP,22,14330.12097,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Population,POP,23,3320.273693,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Population,POP,30,5766.65113,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,1163718.228193,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre d'heures annuelles travaillées,DUREE,10,920978.332069,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre d'heures annuelles travaillées,DUREE,21,137492.845467,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre d'heures annuelles travaillées,DUREE,22,62733.887933,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre d'heures annuelles travaillées,DUREE,23,8681.720315,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
04,DEP,Nombre d'heures annuelles travaillées,DUREE,30,33831.44241,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre de logements,NBLOG,ENS,66428.288308,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre de logements,NBLOG,10,40249.923386,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre de logements,NBLOG,21,14571.667329,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre de logements,NBLOG,22,7084.208261,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre de logements,NBLOG,23,1981.480195,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre de logements,NBLOG,30,2541.009138,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Population,POP,ENS,136519.254989,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Population,POP,10,85098.462804,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Population,POP,21,28295.022112,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Population,POP,22,15079.840232,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Population,POP,23,3055.1002,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Population,POP,30,4990.829641,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,1029236.5296,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre d'heures annuelles travaillées,DUREE,10,816779.425237,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre d'heures annuelles travaillées,DUREE,21,94581.515854,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre d'heures annuelles travaillées,DUREE,22,79477.738787,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre d'heures annuelles travaillées,DUREE,23,8528.222777,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
05,DEP,Nombre d'heures annuelles travaillées,DUREE,30,29869.626945,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre de logements,NBLOG,ENS,512562.813128,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre de logements,NBLOG,10,283361.846586,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre de logements,NBLOG,21,135919.919556,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre de logements,NBLOG,22,48665.956898,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre de logements,NBLOG,23,26163.148731,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre de logements,NBLOG,30,18451.941357,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Population,POP,ENS,1060706.129748,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Population,POP,10,596006.739815,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Population,POP,21,268984.523166,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Population,POP,22,118838.753965,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Population,POP,23,41050.973281,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Population,POP,30,35825.139521,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,7305466.398783,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre d'heures annuelles travaillées,DUREE,10,5154083.087556,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre d'heures annuelles travaillées,DUREE,21,1119852.755522,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre d'heures annuelles travaillées,DUREE,22,692599.702101,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre d'heures annuelles travaillées,DUREE,23,102766.237924,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
06,DEP,Nombre d'heures annuelles travaillées,DUREE,30,236164.615679,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre de logements,NBLOG,ENS,148173.754556,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre de logements,NBLOG,10,99184.317556,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre de logements,NBLOG,21,30849.86559,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre de logements,NBLOG,22,11714.166848,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre de logements,NBLOG,23,2629.863966,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre de logements,NBLOG,30,3795.540598,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Population,POP,ENS,317834.929231,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Population,POP,10,221576.115063,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Population,POP,21,60209.701178,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Population,POP,22,24462.999676,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Population,POP,23,4016.393772,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Population,POP,30,7569.719542,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,2498943.800477,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2131647.925349,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre d'heures annuelles travaillées,DUREE,21,197409.077084,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre d'heures annuelles travaillées,DUREE,22,110332.649186,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre d'heures annuelles travaillées,DUREE,23,11588.471858,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
07,DEP,Nombre d'heures annuelles travaillées,DUREE,30,47965.677,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre de logements,NBLOG,ENS,121658.938489,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre de logements,NBLOG,10,73568.155851,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre de logements,NBLOG,21,23885.663728,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre de logements,NBLOG,22,20698.610231,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre de logements,NBLOG,23,1377.555183,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre de logements,NBLOG,30,2128.953497,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Population,POP,ENS,266427.250326,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Population,POP,10,167746.428457,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Population,POP,21,49471.545847,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Population,POP,22,42777.982054,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Population,POP,23,2176.3745,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Population,POP,30,4254.919468,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,2180565.618358,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre d'heures annuelles travaillées,DUREE,10,1735081.115584,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre d'heures annuelles travaillées,DUREE,21,170523.144404,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre d'heures annuelles travaillées,DUREE,22,234862.160774,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre d'heures annuelles travaillées,DUREE,23,9676.013742,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
08,DEP,Nombre d'heures annuelles travaillées,DUREE,30,30423.183855,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre de logements,NBLOG,ENS,72404.901714,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre de logements,NBLOG,10,47989.647441,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre de logements,NBLOG,21,17833.357156,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre de logements,NBLOG,22,3174.749042,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre de logements,NBLOG,23,1239.299253,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre de logements,NBLOG,30,2167.848822,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Population,POP,ENS,148817.082105,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Population,POP,10,101405.512864,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Population,POP,21,34478.679416,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Population,POP,22,6723.14521,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Population,POP,23,1958.22632,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Population,POP,30,4251.518295,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,1228991.406007,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre d'heures annuelles travaillées,DUREE,10,1058381.532894,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre d'heures annuelles travaillées,DUREE,21,109949.913053,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre d'heures annuelles travaillées,DUREE,22,28200.55754,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre d'heures annuelles travaillées,DUREE,23,5248.14386,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
09,DEP,Nombre d'heures annuelles travaillées,DUREE,30,27211.25866,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre de logements,NBLOG,ENS,141918.708312,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre de logements,NBLOG,10,82024.294562,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre de logements,NBLOG,21,26118.294383,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre de logements,NBLOG,22,28285.921004,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre de logements,NBLOG,23,2857.490547,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre de logements,NBLOG,30,2632.707816,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Population,POP,ENS,301921.472818,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Population,POP,10,183104.235603,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Population,POP,21,49938.015601,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Population,POP,22,60039.583702,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Population,POP,23,3769.802427,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Population,POP,30,5069.835485,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,2285957.331207,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre d'heures annuelles travaillées,DUREE,10,1810916.477214,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre d'heures annuelles travaillées,DUREE,21,152126.760705,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre d'heures annuelles travaillées,DUREE,22,279482.361567,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre d'heures annuelles travaillées,DUREE,23,9177.281226,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
10,DEP,Nombre d'heures annuelles travaillées,DUREE,30,34254.450494,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre de logements,NBLOG,ENS,174294.260148,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre de logements,NBLOG,10,108639.783434,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre de logements,NBLOG,21,42287.449321,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre de logements,NBLOG,22,15055.833364,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre de logements,NBLOG,23,3614.479141,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre de logements,NBLOG,30,4696.714887,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Population,POP,ENS,363927.426913,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Population,POP,10,231174.351731,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Population,POP,21,83967.213665,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Population,POP,22,33894.918441,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Population,POP,23,5625.786632,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Population,POP,30,9265.156442,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,2638432.032209,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2189137.720863,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre d'heures annuelles travaillées,DUREE,21,229837.773648,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre d'heures annuelles travaillées,DUREE,22,146162.63449,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre d'heures annuelles travaillées,DUREE,23,14164.431085,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
11,DEP,Nombre d'heures annuelles travaillées,DUREE,30,59129.472123,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre de logements,NBLOG,ENS,130680.886022,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre de logements,NBLOG,10,90534.811199,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre de logements,NBLOG,21,27124.891842,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre de logements,NBLOG,22,7404.203458,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre de logements,NBLOG,23,2485.275703,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre de logements,NBLOG,30,3131.70382,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Population,POP,ENS,270109.469916,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Population,POP,10,196220.420329,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Population,POP,21,48844.452765,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Population,POP,22,15571.873948,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Population,POP,23,3494.701256,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Population,POP,30,5978.021618,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,2453262.640155,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2166338.542965,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre d'heures annuelles travaillées,DUREE,21,154764.757919,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre d'heures annuelles travaillées,DUREE,22,74715.626052,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre d'heures annuelles travaillées,DUREE,23,10599.172532,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
12,DEP,Nombre d'heures annuelles travaillées,DUREE,30,46844.540688,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
13,DEP,Nombre de logements,NBLOG,ENS,908790.279249,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
13,DEP,Nombre de logements,NBLOG,10,461633.528092,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
