code_dept,nb_etablissements,annee,unite,NA17_label,UNIT
01,2090.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
01,13766.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
01,53665.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
01,6880.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,13890.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,1500.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,333.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,81.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,17.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,497.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,178.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,1390.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,2439.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,457.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,857.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,92.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,549.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,219.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,1382.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,2759.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,1140.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
02,146933.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,3163.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,5992.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,3149.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,1470.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,11429.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,2053.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,8175.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,19639.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,8777.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,4564.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,609.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,2616.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,1299.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,10114.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,59497.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
02,4387.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,10404.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,698.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,295.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,47.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,8.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,410.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,104.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,1071.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,2067.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,251.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,812.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,69.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,424.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,185.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,1198.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,1851.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,914.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
03,100633.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,1045.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,3904.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,2521.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,625.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,10285.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,1744.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,5913.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,14765.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,4393.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,3706.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,568.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,2270.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,797.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,6978.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,37405.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
03,3714.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,6895.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,418.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,217.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,5.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,7.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,164.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,53.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,733.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,1276.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,150.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,961.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,65.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,229.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,110.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,823.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,1023.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,661.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
04,47418.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,896.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,1445.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,47.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,48.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,2646.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,637.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,2939.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,7055.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,2101.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,2660.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,266.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,1045.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,357.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,3730.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,19604.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
04,1942.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,6997.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,305.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,197.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,10.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,5.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,119.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,67.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,665.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,1281.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,201.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,1194.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,83.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,234.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,174.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,833.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,940.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,689.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
05,48886.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,527.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,956.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,111.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,24.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,520.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,680.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,3554.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,7026.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,3710.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,5173.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,382.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,962.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,3156.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,19016.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
05,2562.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,45950.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,254.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,700.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,110.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,28.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,1172.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,190.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,5258.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,9392.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,1272.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,5440.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,1048.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,1898.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,2312.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,8560.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,4632.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,3684.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
06,398970.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,772.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,4452.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,3843.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,2392.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,13488.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,4916.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,22150.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,58561.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,19451.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,32986.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,16625.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,10959.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,6645.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,50490.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,134392.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
06,16848.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,10538.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,375.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,364.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,46.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,26.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,365.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,89.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,1268.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,1991.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,245.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,1287.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,99.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,402.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,153.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,908.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,1769.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,1151.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
07,86211.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,1028.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,2811.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,1396.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,3532.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,7956.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,2216.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,5762.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,10321.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,2776.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,2839.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,1103.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,1853.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,521.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,4326.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,34277.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
07,3494.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,7843.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,769.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,221.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,45.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,3.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,446.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,134.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,802.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,1338.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,263.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,482.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,38.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,325.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,85.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,683.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,1599.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,610.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
08,77055.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,1279.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,1616.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,2273.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,110.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,11210.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,2139.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,4591.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,9297.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,3545.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,1928.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,233.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,1374.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,585.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,4216.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
08,30520.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,5192.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,248.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,154.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,0.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,11.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,9.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,166.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,87.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,526.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,948.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,117.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,467.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,36.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,207.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,97.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,527.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,1041.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,551.0,2018,Nombre d'établissements,Activité économique en 17 postes (NA - A17),NBET
09,42616.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,434.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,979.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,0.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,223.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,922.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,4237.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,1043.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,2623.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,5446.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,1586.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,1658.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
09,133.0,2018,Postes salariés dans les établissements,Activité économique en 17 postes (NA - A17),NBSALET
