code_dept,nb_logements,annee,unite,STOCD_label,UNIT
03,3643.428159,2018,Population,Statut d'occupation du logement,POP
03,5996.274811,2018,Population,Statut d'occupation du logement,POP
03,2843543.027976,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
03,2350320.339579,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
03,262155.362201,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
03,171971.248402,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
03,12499.312794,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
03,46596.764999,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
04,78089.671174,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
04,46355.91791,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
04,20338.435979,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
04,6273.996322,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
04,2141.98667,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
04,2979.334293,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
04,160093.628693,2018,Population,Statut d'occupation du logement,POP
04,97781.233165,2018,Population,Statut d'occupation du logement,POP
04,38895.349736,2018,Population,Statut d'occupation du logement,POP
04,14330.12097,2018,Population,Statut d'occupation du logement,POP
04,3320.273693,2018,Population,Statut d'occupation du logement,POP
04,5766.65113,2018,Population,Statut d'occupation du logement,POP
04,1163718.228193,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
04,920978.332069,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
04,137492.845467,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
04,62733.887933,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
04,8681.720315,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
04,33831.44241,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
05,66428.288308,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
05,40249.923386,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
05,14571.667329,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
05,7084.208261,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
05,1981.480195,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
05,2541.009138,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
05,136519.254989,2018,Population,Statut d'occupation du logement,POP
05,85098.462804,2018,Population,Statut d'occupation du logement,POP
05,28295.022112,2018,Population,Statut d'occupation du logement,POP
05,15079.840232,2018,Population,Statut d'occupation du logement,POP
05,3055.1002,2018,Population,Statut d'occupation du logement,POP
05,4990.829641,2018,Population,Statut d'occupation du logement,POP
05,1029236.5296,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
05,816779.425237,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
05,94581.515854,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
05,79477.738787,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
05,8528.222777,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
05,29869.626945,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
06,512562.813128,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
06,283361.846586,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
06,135919.919556,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
06,48665.956898,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
06,26163.148731,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
06,18451.941357,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
06,1060706.129748,2018,Population,Statut d'occupation du logement,POP
06,596006.739815,2018,Population,Statut d'occupation du logement,POP
06,268984.523166,2018,Population,Statut d'occupation du logement,POP
06,118838.753965,2018,Population,Statut d'occupation du logement,POP
06,41050.973281,2018,Population,Statut d'occupation du logement,POP
06,35825.139521,2018,Population,Statut d'occupation du logement,POP
06,7305466.398783,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
06,5154083.087556,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
06,1119852.755522,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
06,692599.702101,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
06,102766.237924,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
06,236164.615679,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
07,148173.754556,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
07,99184.317556,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
07,30849.86559,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
07,11714.166848,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
07,2629.863966,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
07,3795.540598,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
07,317834.929231,2018,Population,Statut d'occupation du logement,POP
07,221576.115063,2018,Population,Statut d'occupation du logement,POP
07,60209.701178,2018,Population,Statut d'occupation du logement,POP
07,24462.999676,2018,Population,Statut d'occupation du logement,POP
07,4016.393772,2018,Population,Statut d'occupation du logement,POP
07,7569.719542,2018,Population,Statut d'occupation du logement,POP
07,2498943.800477,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
07,2131647.925349,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
07,197409.077084,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
07,110332.649186,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
07,11588.471858,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
07,47965.677,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
08,121658.938489,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
08,73568.155851,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
08,23885.663728,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
08,20698.610231,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
08,1377.555183,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
08,2128.953497,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
08,266427.250326,2018,Population,Statut d'occupation du logement,POP
08,167746.428457,2018,Population,Statut d'occupation du logement,POP
08,49471.545847,2018,Population,Statut d'occupation du logement,POP
08,42777.982054,2018,Population,Statut d'occupation du logement,POP
08,2176.3745,2018,Population,Statut d'occupation du logement,POP
08,4254.919468,2018,Population,Statut d'occupation du logement,POP
08,2180565.618358,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
08,1735081.115584,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
08,170523.144404,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
08,234862.160774,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
08,9676.013742,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
08,30423.183855,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
09,72404.901714,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
09,47989.647441,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
09,17833.357156,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
09,3174.749042,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
09,1239.299253,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
09,2167.848822,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
09,148817.082105,2018,Population,Statut d'occupation du logement,POP
09,101405.512864,2018,Population,Statut d'occupation du logement,POP
09,34478.679416,2018,Population,Statut d'occupation du logement,POP
09,6723.14521,2018,Population,Statut d'occupation du logement,POP
09,1958.22632,2018,Population,Statut d'occupation du logement,POP
09,4251.518295,2018,Population,Statut d'occupation du logement,POP
09,1228991.406007,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
09,1058381.532894,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
09,109949.913053,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
09,28200.55754,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
09,5248.14386,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
09,27211.25866,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
10,141918.708312,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
10,82024.294562,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
10,26118.294383,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
10,28285.921004,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
10,2857.490547,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
10,2632.707816,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
10,301921.472818,2018,Population,Statut d'occupation du logement,POP
10,183104.235603,2018,Population,Statut d'occupation du logement,POP
10,49938.015601,2018,Population,Statut d'occupation du logement,POP
10,60039.583702,2018,Population,Statut d'occupation du logement,POP
10,3769.802427,2018,Population,Statut d'occupation du logement,POP
10,5069.835485,2018,Population,Statut d'occupation du logement,POP
10,2285957.331207,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
10,1810916.477214,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
10,152126.760705,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
10,279482.361567,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
10,9177.281226,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
10,34254.450494,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
11,174294.260148,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
11,108639.783434,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
11,42287.449321,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
11,15055.833364,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
11,3614.479141,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
11,4696.714887,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
11,363927.426913,2018,Population,Statut d'occupation du logement,POP
11,231174.351731,2018,Population,Statut d'occupation du logement,POP
11,83967.213665,2018,Population,Statut d'occupation du logement,POP
11,33894.918441,2018,Population,Statut d'occupation du logement,POP
11,5625.786632,2018,Population,Statut d'occupation du logement,POP
11,9265.156442,2018,Population,Statut d'occupation du logement,POP
11,2638432.032209,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
11,2189137.720863,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
11,229837.773648,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
11,146162.63449,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
11,14164.431085,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
11,59129.472123,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
12,130680.886022,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
12,90534.811199,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
12,27124.891842,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
12,7404.203458,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
12,2485.275703,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
12,3131.70382,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
12,270109.469916,2018,Population,Statut d'occupation du logement,POP
12,196220.420329,2018,Population,Statut d'occupation du logement,POP
12,48844.452765,2018,Population,Statut d'occupation du logement,POP
12,15571.873948,2018,Population,Statut d'occupation du logement,POP
12,3494.701256,2018,Population,Statut d'occupation du logement,POP
12,5978.021618,2018,Population,Statut d'occupation du logement,POP
12,2453262.640155,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
12,2166338.542965,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
12,154764.757919,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
12,74715.626052,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
12,10599.172532,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
12,46844.540688,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
13,908790.279249,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
13,461633.528092,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
13,251479.246636,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
13,136688.837726,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
13,34931.891487,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
13,24056.775308,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
13,1982757.263544,2018,Population,Statut d'occupation du logement,POP
13,1038867.508206,2018,Population,Statut d'occupation du logement,POP
13,510559.871035,2018,Population,Statut d'occupation du logement,POP
13,332439.082841,2018,Population,Statut d'occupation du logement,POP
13,51977.003645,2018,Population,Statut d'occupation du logement,POP
13,48913.797816,2018,Population,Statut d'occupation du logement,POP
13,13296626.483691,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
13,9108203.718005,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
13,1782079.093099,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
13,1969635.325847,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
13,134024.401729,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
13,302683.945011,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
14,315751.375788,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
14,179853.613466,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
14,68879.783466,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
14,53949.03126,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
14,7966.289096,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
14,5102.6585,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
14,676507.153686,2018,Population,Statut d'occupation du logement,POP
14,414837.296955,2018,Population,Statut d'occupation du logement,POP
14,123626.566931,2018,Population,Statut d'occupation du logement,POP
14,117178.735035,2018,Population,Statut d'occupation du logement,POP
14,10572.761358,2018,Population,Statut d'occupation du logement,POP
14,10291.793407,2018,Population,Statut d'occupation du logement,POP
14,4642503.467699,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
14,3522295.338919,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
14,394946.017277,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
14,641157.711526,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
14,27703.826262,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
14,56400.573715,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
15,68833.669843,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
15,48479.617687,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
15,12081.704505,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
15,5175.255381,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
15,1354.422592,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
15,1742.669678,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
15,139872.138576,2018,Population,Statut d'occupation du logement,POP
15,102936.075046,2018,Population,Statut d'occupation du logement,POP
15,21456.284559,2018,Population,Statut d'occupation du logement,POP
15,10403.647115,2018,Population,Statut d'occupation du logement,POP
15,1834.73127,2018,Population,Statut d'occupation du logement,POP
15,3241.400586,2018,Population,Statut d'occupation du logement,POP
15,1351199.315748,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
15,1176679.967528,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
15,92143.651024,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
15,50098.063658,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
15,6196.534166,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
15,26081.099372,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
16,164551.657022,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
16,109960.762746,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
16,34748.020442,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
16,14350.41393,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
16,2208.540719,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
16,3283.919185,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
16,342497.88998,2018,Population,Statut d'occupation du logement,POP
16,238823.945732,2018,Population,Statut d'occupation du logement,POP
16,65424.345859,2018,Population,Statut d'occupation du logement,POP
16,28723.652951,2018,Population,Statut d'occupation du logement,POP
16,3232.313332,2018,Population,Statut d'occupation du logement,POP
16,6293.632106,2018,Population,Statut d'occupation du logement,POP
16,2909104.393779,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
16,2505148.444463,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
16,207860.273507,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
16,136269.551843,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
16,8905.822071,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
16,50920.301895,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
17,308933.465879,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
17,201479.426038,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
17,67084.060033,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
17,24376.866946,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
17,9800.214385,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
17,6192.898478,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
17,631428.002353,2018,Population,Statut d'occupation du logement,POP
17,430108.489939,2018,Population,Statut d'occupation du logement,POP
17,128002.733402,2018,Population,Statut d'occupation du logement,POP
17,48138.921701,2018,Population,Statut d'occupation du logement,POP
17,13349.135758,2018,Population,Statut d'occupation du logement,POP
17,11828.721552,2018,Population,Statut d'occupation du logement,POP
17,4772958.347432,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
17,4012917.460634,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
17,383350.755117,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
17,265628.149781,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
17,30016.43752,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
17,81045.544381,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
18,142526.897734,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
18,95618.224215,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
18,24674.588677,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
18,17343.506232,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
18,2174.863661,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
18,2715.714947,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
18,295168.982592,2018,Population,Statut d'occupation du logement,POP
18,204775.25012,2018,Population,Statut d'occupation du logement,POP
18,46844.500936,2018,Population,Statut d'occupation du logement,POP
18,35360.693371,2018,Population,Statut d'occupation du logement,POP
18,3053.861975,2018,Population,Statut d'occupation du logement,POP
18,5134.676189,2018,Population,Statut d'occupation du logement,POP
18,2506293.060587,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
18,2122798.653436,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
18,162122.327664,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
18,177119.996976,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
18,9601.624236,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
18,34650.458276,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
19,114177.62294,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
19,78163.500754,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
19,23426.69701,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
19,8171.086337,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
19,1726.653981,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
19,2689.684857,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
19,231988.941849,2018,Population,Statut d'occupation du logement,POP
19,164850.522751,2018,Population,Statut d'occupation du logement,POP
19,41874.824008,2018,Population,Statut d'occupation du logement,POP
19,17665.987305,2018,Population,Statut d'occupation du logement,POP
19,2527.015735,2018,Population,Statut d'occupation du logement,POP
19,5070.59205,2018,Population,Statut d'occupation du logement,POP
19,2105146.117012,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
19,1817148.05193,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
19,160685.722673,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
19,81007.150985,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
19,8033.407684,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
19,38271.783741,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
21,249765.240288,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
21,149518.918352,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
21,54453.160139,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
21,32359.822359,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
21,8032.811481,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
21,5400.527958,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
21,517314.85529,2018,Population,Statut d'occupation du logement,POP
21,332382.817837,2018,Population,Statut d'occupation du logement,POP
21,93120.65,2018,Population,Statut d'occupation du logement,POP
21,70939.039615,2018,Population,Statut d'occupation du logement,POP
21,10415.915295,2018,Population,Statut d'occupation du logement,POP
21,10456.432543,2018,Population,Statut d'occupation du logement,POP
21,3817155.73911,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
21,3109997.678284,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
21,290071.85848,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
21,334719.19927,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
21,22394.587587,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
21,59972.415489,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
22,277289.857791,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
22,197210.827473,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
22,50835.11949,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
22,20519.584271,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
22,4813.867721,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
22,3910.458836,2018,Nombre de logements,Statut d'occupation du logement,NBLOG
22,584582.091161,2018,Population,Statut d'occupation du logement,POP
22,434815.363565,2018,Population,Statut d'occupation du logement,POP
22,96356.01702,2018,Population,Statut d'occupation du logement,POP
22,39183.492204,2018,Population,Statut d'occupation du logement,POP
22,6801.158555,2018,Population,Statut d'occupation du logement,POP
22,7426.059817,2018,Population,Statut d'occupation du logement,POP
22,4708422.221266,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
22,4180575.928385,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
22,279783.33892,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
22,182317.421003,2018,Nombre d'heures annuelles travaillées,Statut d'occupation du logement,DUREE
