periode,taux_chomage,description,zone,id_serie,annee
1980-Q1,1190.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1980
1980-Q2,1197.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1980
1980-Q3,1216.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1980
1980-Q4,1272.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1980
1981-Q1,1349.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1981
1981-Q2,1424.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1981
1981-Q3,1487.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1981
1981-Q4,1525.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1981
1982-Q1,1538.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1982
1982-Q2,1567.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1982
1982-Q3,1607.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1982
1982-Q4,1623.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1982
1983-Q1,1614.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1983
1983-Q2,1623.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1983
1983-Q3,1666.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1983
1983-Q4,1737.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1983
1984-Q1,1842.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1984
1984-Q2,1933.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1984
1984-Q3,1987.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1984
1984-Q4,2036.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1984
1985-Q1,2072.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1985
1985-Q2,2069.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1985
1985-Q3,2090.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1985
1985-Q4,2086.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1985
1986-Q1,2074.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1986
1986-Q2,2109.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1986
1986-Q3,2125.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1986
1986-Q4,2136.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1986
1987-Q1,2160.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1987
1987-Q2,2166.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1987
1987-Q3,2142.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1987
1987-Q4,2127.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1987
1988-Q1,2109.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1988
1988-Q2,2077.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1988
1988-Q3,2079.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1988
1988-Q4,2033.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1988
1989-Q1,1985.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1989
1989-Q2,1951.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1989
1989-Q3,1931.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1989
1989-Q4,1912.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1989
1990-Q1,1906.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1990
1990-Q2,1897.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1990
1990-Q3,1885.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1990
1990-Q4,1873.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1990
1991-Q1,1861.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1991
1991-Q2,1896.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1991
1991-Q3,1960.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1991
1991-Q4,2014.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1991
1992-Q1,2080.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1992
1992-Q2,2135.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1992
1992-Q3,2190.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1992
1992-Q4,2237.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1992
1993-Q1,2301.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1993
1993-Q2,2386.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1993
1993-Q3,2467.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1993
1993-Q4,2538.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1993
1994-Q1,2598.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1994
1994-Q2,2622.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1994
1994-Q3,2583.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1994
1994-Q4,2525.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1994
1995-Q1,2488.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1995
1995-Q2,2441.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1995
1995-Q3,2404.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1995
1995-Q4,2441.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1995
1996-Q1,2541.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1996
1996-Q2,2611.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1996
1996-Q3,2615.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1996
1996-Q4,2620.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1996
1997-Q1,2644.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1997
1997-Q2,2646.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1997
1997-Q3,2627.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1997
1997-Q4,2596.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1997
1998-Q1,2558.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1998
1998-Q2,2534.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1998
1998-Q3,2517.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1998
1998-Q4,2528.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1998
1999-Q1,2547.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1999
1999-Q2,2537.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1999
1999-Q3,2461.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1999
1999-Q4,2363.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,1999
2000-Q1,2265.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2000
2000-Q2,2169.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2000
2000-Q3,2091.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2000
2000-Q4,2017.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2000
2001-Q1,1958.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2001
2001-Q2,1933.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2001
2001-Q3,1944.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2001
2001-Q4,1974.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2001
2002-Q1,1984.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2002
2002-Q2,1998.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2002
2002-Q3,2017.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2002
2002-Q4,2045.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2002
2003-Q1,2143.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2003
2003-Q2,2187.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2003
2003-Q3,2161.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2003
2003-Q4,2260.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2003
2004-Q1,2316.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2004
2004-Q2,2266.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2004
2004-Q3,2299.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2004
2004-Q4,2315.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2004
2005-Q1,2254.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2005
2005-Q2,2309.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2005
2005-Q3,2349.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2005
2005-Q4,2372.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2005
2006-Q1,2398.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2006
2006-Q2,2350.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2006
2006-Q3,2337.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2006
2006-Q4,2203.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2006
2007-Q1,2238.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2007
2007-Q2,2157.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2007
2007-Q3,2115.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2007
2007-Q4,1982.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2007
2008-Q1,1901.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2008
2008-Q2,1938.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2008
2008-Q3,1967.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2008
2008-Q4,2070.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2008
2009-Q1,2307.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2009
2009-Q2,2488.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2009
2009-Q3,2471.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2009
2009-Q4,2572.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2009
2010-Q1,2537.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2010
2010-Q2,2508.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2010
2010-Q3,2493.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2010
2010-Q4,2479.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2010
2011-Q1,2470.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2011
2011-Q2,2454.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2011
2011-Q3,2496.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2011
2011-Q4,2540.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2011
2012-Q1,2582.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2012
2012-Q2,2661.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2012
2012-Q3,2678.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2012
2012-Q4,2786.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2012
2013-Q1,2836.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2013
2013-Q2,2885.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2013
2013-Q3,2842.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2013
2013-Q4,2791.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2013
2014-Q1,2801.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2014
2014-Q2,2817.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2014
2014-Q3,2846.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2014
2014-Q4,2893.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2014
2015-Q1,2857.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2015
2015-Q2,2921.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2015
2015-Q3,2903.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2015
2015-Q4,2847.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2015
2016-Q1,2847.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2016
2016-Q2,2798.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2016
2016-Q3,2782.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2016
2016-Q4,2801.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2016
2017-Q1,2666.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2017
2017-Q2,2658.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2017
2017-Q3,2695.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2017
2017-Q4,2500.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2017
2018-Q1,2586.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2018
2018-Q2,2553.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2018
2018-Q3,2561.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2018
2018-Q4,2460.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2018
2019-Q1,2432.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2019
2019-Q2,2366.0,Chômeurs au sens du BIT - Ensemble (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688358,2019
1975-Q1,278.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1975
1975-Q2,315.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1975
1975-Q3,346.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1975
1975-Q4,355.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1975
1976-Q1,356.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1976
1976-Q2,362.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1976
1976-Q3,360.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1976
1976-Q4,353.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1976
1977-Q1,365.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1977
1977-Q2,395.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1977
1977-Q3,416.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1977
1977-Q4,418.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1977
1978-Q1,410.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1978
1978-Q2,414.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1978
1978-Q3,434.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1978
1978-Q4,452.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1978
1979-Q1,466.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1979
1979-Q2,479.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1979
1979-Q3,490.0,Chômeurs au sens du BIT - Ensemble des 25 à 49 ans (en milliers) - France métropolitaine - Données CVS - Série arrêtée,FM,1688359,1979
